stop_id,route_type_id
593703,0
362266,0
560957,0
161427,0
205039,0
112523,0
270981,0
116801,0
551509,0
49081,0
182618,0
281945,0
109066,0
180840,0
290641,0
618773,0
384724,0
258497,0
390654,0
594648,0
631253,0
252044,0
201955,0
602550,0
395326,0
546141,0
16796,0
622818,0
503236,0
270445,0
475403,0
431385,0
172405,0
547647,0
99162,0
86208,0
99795,0
639610,0
472785,0
80430,0
102157,0
259252,0
181743,0
231356,0
523324,0
132429,0
510483,0
84848,0
299629,0
361267,0
436973,0
391224,0
152194,0
339366,0
558991,0
527574,0
84135,0
138500,0
464183,0
470846,0
609329,0
97747,0
198325,0
300949,0
469889,0
491688,0
605466,0
498709,0
184916,0
58035,0
384432,0
73541,0
85234,0
565850,0
138846,0
22647,0
7128,0
504544,0
477077,0
230911,0
125075,0
670052,0
673661,0
223625,0
120436,0
240691,0
348449,0
580430,0
369098,0
464745,0
381632,0
159809,0
249693,0
332994,0
320368,0
62939,0
584608,0
582656,0
5117,0
34681,0
79177,0
126696,0
75436,0
621347,0
151524,0
600490,0
343550,0
569018,0
393899,0
295196,0
430134,0
581013,0
257554,0
246539,0
244404,0
523842,0
91195,0
104029,0
497115,0
178905,0
411727,0
76184,0
290909,0
591066,0
202478,0
458318,0
645376,0
433225,0
547367,0
20529,0
404077,0
230596,0
140419,0
166561,0
446848,0
674593,0
114875,0
381862,0
279214,0
664906,0
530692,0
232181,0
395671,0
192175,0
283245,0
313401,0
109421,0
229001,0
99671,0
471108,0
153592,0
640239,0
271819,0
543101,0
374719,0
549764,0
228216,0
265770,0
585995,0
390921,0
182504,0
456328,0
642908,0
673955,0
178773,0
76631,0
561750,0
483743,0
124861,0
488384,0
651527,0
115230,0
669836,0
424509,0
429502,0
100101,0
26876,0
551867,0
512321,0
233002,0
16758,0
127584,0
277127,0
594548,0
232641,0
173724,0
442431,0
341615,0
65466,0
196284,0
396028,0
344656,0
295119,0
574273,0
59996,0
656568,0
526261,0
130011,0
473636,0
325333,0
158314,0
546242,0
438994,0
129820,0
434578,0
404260,0
282771,0
516095,0
326272,0
98272,0
219081,0
180516,0
54001,0
549367,0
644078,0
629768,0
99232,0
303015,0
192362,0
554753,0
99697,0
58590,0
265213,0
532880,0
307387,0
34063,0
311056,0
638370,0
342930,0
258541,0
246810,0
674812,0
187180,0
110634,0
299232,0
649676,0
126729,0
181547,0
309711,0
231453,0
35214,0
42139,0
442814,0
298936,0
85509,0
398745,0
486490,0
518727,0
321760,0
2443,0
83966,0
113385,0
188365,0
420680,0
37370,0
54418,0
355817,0
198932,0
197786,0
425333,0
538329,0
177477,0
81604,0
59641,0
475409,0
168933,0
398104,0
4342,0
670558,0
138222,0
105659,0
109510,0
132349,0
92165,0
604591,0
224431,0
466282,0
2729,0
59046,0
506057,0
227201,0
329030,0
77641,0
163551,0
647212,0
434201,0
94710,0
658847,0
639076,0
366670,0
87708,0
414349,0
369833,0
512133,0
673313,0
413448,0
204399,0
281807,0
309582,0
89576,0
472039,0
125516,0
426164,0
249584,0
266561,0
647806,0
91446,0
174532,0
369461,0
664110,0
127324,0
672152,0
207434,0
392040,0
442496,0
306404,0
195556,0
90227,0
655764,0
264406,0
271152,0
337466,0
122602,0
65401,0
391669,0
310006,0
416746,0
620350,0
347093,0
223598,0
546106,0
255447,0
469563,0
67309,0
314495,0
565671,0
375837,0
406453,0
75700,0
138607,0
574928,0
557749,0
308442,0
480193,0
520491,0
141598,0
627977,0
144070,0
344625,0
639796,0
138256,0
399134,0
388712,0
383440,0
64523,0
607161,0
528586,0
288538,0
547056,0
231540,0
229783,0
626910,0
424973,0
253695,0
615860,0
119128,0
93144,0
676636,0
392180,0
30443,0
8031,0
251824,0
316681,0
137527,0
650798,0
119874,0
137458,0
104234,0
297889,0
310904,0
605868,0
429359,0
453190,0
262493,0
131753,0
61902,0
626902,0
584103,0
429444,0
169595,0
264320,0
157563,0
183812,0
215614,0
99334,0
296662,0
316011,0
58947,0
57294,0
348061,0
380065,0
594633,0
340402,0
87475,0
410551,0
588207,0
187817,0
343095,0
60754,0
294108,0
389286,0
436733,0
590003,0
465613,0
167077,0
292676,0
373894,0
535357,0
356864,0
462455,0
444825,0
296693,0
312267,0
317389,0
634812,0
455469,0
488947,0
211144,0
325854,0
362414,0
231139,0
130968,0
103,0
89847,0
278958,0
72462,0
649018,0
36120,0
495963,0
577545,0
623700,0
654302,0
65085,0
501333,0
501396,0
189811,0
311963,0
271454,0
383498,0
262685,0
7865,0
42736,0
578924,0
1161,0
29777,0
170740,0
639355,0
310422,0
515452,0
445469,0
680036,0
184321,0
108045,0
133849,0
664610,0
636015,0
74541,0
325405,0
481058,0
